crushing_rate_tph,fiber_pct_cane,pol_pct_cane,imbibition_water_pct_fiber,mill_speed_rpm,feed_temp_c,mj_purity,bagasse_moisture_pct,season_day,shift,cane_source,mill_extraction_pct,recovery_pct_cane
203.84178228279134,12.022280022414202,13.230278288890188,180.7375675368722,897.4617732795591,24.325523497209147,80.29400610499799,50.240654251000926,146,morning,estate,96.3072408811755,95.38113238288203
369.2087288560851,15.972704872501952,12.459504765677698,195.7392417945888,968.7307735809901,24.11927031106415,79.80698756336979,51.10859495369333,90,night,estate,95.81620270062517,95.32475665751768
266.7855378925015,15.025757482534294,12.967047282618093,188.76139935538873,863.1059570012718,27.400530641208487,80.91779236638035,49.88465096263993,149,morning,estate,95.90148131494679,95.38661309884125
218.96320665253697,14.729798345403164,12.889464552079131,205.51950193384576,797.6637042586212,28.725162007901268,81.3677409936419,49.32782609363574,156,night,estate,95.94360141829694,95.32570747212071
366.7785031555202,13.62129883070655,12.602413234547209,246.0702941966764,925.9511644417275,26.223237979616492,78.88117271242335,50.89355284167976,116,morning,outside,95.71430112904643,94.83910457878513
200.90485431286237,14.22081235565716,12.761746083202656,232.1223748292006,808.9414952548595,26.075310008686195,80.96352367115952,49.67258696936168,173,morning,member,96.25534114239167,95.25308076646714
325.914219371415,13.01308358266988,13.103856930043827,193.518447138697,887.2797392411608,29.426670637673524,81.67947329744393,50.60240620452587,20,evening,member,96.16444789667483,95.54485074191227
305.05260550866683,12.14193362058279,12.74679662138405,243.1057376873871,1011.8637939985,28.81363427724456,80.39035093308995,52.32784296206959,123,evening,outside,95.89717743013261,94.80066380020064
197.54693287617837,15.344086633783892,12.715401022009894,220.33758928795223,775.8054562691042,25.337174999944878,80.27532841989141,49.33280145958884,132,morning,outside,95.63896211312414,95.15161797001682
247.74975912788844,15.585937974724686,12.69370517833235,221.01716992946376,759.1285606993949,31.07600770612127,83.4511905770954,48.8087649333742,36,evening,member,95.79676101256676,95.23068167813221
209.98613790800212,12.64988254645696,12.865819241556292,208.96897447846987,931.9433542145663,29.439808561288558,79.46174692889906,50.13898946166988,98,morning,member,95.87660020644195,94.70022826952764
300.89971850663227,15.148224383382932,12.781895319744555,249.16930918576188,849.3183979784685,26.900609993352067,78.93929335469917,50.624966723435826,77,morning,outside,96.14773066583899,95.63993477491607
275.42260633548574,14.964610693142635,12.756801163853611,205.46618430846343,875.3813120777746,29.4689975199292,83.16120631059506,50.807163233969646,126,night,estate,95.74336686439196,94.6328778182129
180.8550249320982,12.713500007744361,12.854716177661341,187.53118085357508,871.7131765974995,24.901224694142527,79.67913651703914,49.68922028623534,39,evening,member,96.28371554331477,95.32056748299149
375.1421132567816,13.687315210299175,13.13081482782769,204.21831951775562,775.986068702869,27.74604899659245,80.71090661935085,49.54446984000453,71,evening,outside,95.74817505504139,95.28970538252803
249.91692997790807,13.691031683336414,13.113916006453099,237.22828370143085,751.0699298038784,25.351875276476473,79.66105085096042,49.45373505736843,106,night,estate,95.88931643146708,95.10235096834712
231.64087856741,15.039857033220994,12.686074027646379,232.6065509442663,1019.5269728592793,24.331449969027492,80.03698203314927,52.66683409549255,140,morning,estate,95.88314723607965,95.0679637535638
224.48859115882053,15.350643623104222,12.657687191856002,195.04137228428624,815.3395682711239,26.706610162306397,82.10976114528621,49.37834772749264,55,evening,outside,96.24927253015174,95.10356082501907
211.76317923471356,12.379100485565484,13.288387714684248,188.94274392839537,877.8236975592865,25.205883867846268,79.32915819164693,49.44114973138552,118,morning,member,96.06741313238047,95.33052945791873
379.82741524330197,14.251876939616812,12.822085830435118,232.86926067213972,1041.5777390013236,29.0681436556306,80.35669511515252,52.4386860695063,94,evening,member,95.03515436938027,94.27774347700884
239.02189357632096,15.046993987715542,12.356769261738638,234.11014685239297,998.0287745950957,29.392543152141684,79.50218970968258,53.07949089213903,176,evening,estate,95.22025523377025,94.73026822994115
261.10269944485634,15.144762376260633,12.825672955040892,209.29197097684565,782.3792565788107,25.189538449812826,80.02823594432445,50.40457414310044,98,morning,outside,95.9315196473196,95.02018159656947
354.2711832356178,12.591974097721636,12.948552021194054,247.4241106823264,902.5557094837757,24.19690404482741,80.40429268288989,51.71730595987397,9,morning,estate,95.40493143975034,94.83621385903906
308.37750070857567,14.102020572603177,12.806728303226006,258.2564163039933,969.0237079485048,30.342484493081283,82.43377058809651,52.28683599785806,140,evening,estate,95.529318034047,95.06729142746804
253.7388823490545,15.430234825450812,12.977038889772674,196.45161787595163,959.5178354997637,24.016456165828497,79.93721346702783,51.17616161356421,69,night,estate,95.90487731281264,94.70734211275601
359.6656871847706,13.274074306341136,12.982093159247071,226.16549725648227,978.2525557213411,26.75130471347031,82.51786394415531,51.9642616717097,83,night,outside,95.16190191492615,94.54619821255591
329.94484044272,13.700467595647188,12.945276847827696,180.42770632031514,887.2363964664106,27.95666638436536,79.73016220384373,49.96097471488686,28,night,member,95.7544052099104,95.24156267780737
225.58010150833994,15.21743404534533,12.81931834829092,237.04435168210298,802.7768787990847,30.549137508307464,80.05917822249592,50.48912783159421,17,night,estate,95.59627126339512,94.63667896371739
308.7477989199841,12.35727808473505,13.24747507606455,213.14256908506542,889.4617331758118,30.708469141969125,83.05309765000378,50.76158214453621,22,night,member,95.59259983769456,94.53525411295705
364.4796996584803,15.437973159555913,12.500464472591057,195.46153815225318,944.3661747519876,29.799515524883645,80.31338368594801,50.69490631788278,163,morning,member,95.41431279003694,94.96305079553586
279.2921756900825,13.244626866923236,13.00124626685464,240.1777537411501,932.5776259815505,25.977580980319182,78.41920337096244,51.031702934946686,113,evening,outside,95.62295301173602,95.13863836576019
326.72248056633345,12.005801266364509,13.206360315630489,244.85190380448645,771.1566161365822,29.761495474553367,80.9219261441743,49.87857461634547,147,night,member,96.07683446169358,95.60469540282794
374.22074879783185,12.936636580225432,13.11390989229195,188.893320094075,769.4857302246576,25.972313583015534,80.21821756743985,49.37248312866487,178,evening,member,96.18930041092973,95.75173296827172
318.0828281790426,12.358002563582026,13.20414400364602,183.27966094704271,1039.5773493465636,25.716865533853614,79.37502742771775,51.5456356001588,154,morning,estate,95.82609899237183,94.8985338094644
200.4877379532161,12.369539627984977,13.662057301557745,206.72627533352937,795.5416365119313,28.37702363384426,80.49153235539531,49.74008531758365,108,evening,outside,96.12310117838067,95.25245062658918
228.91191018625787,14.771342936570367,12.549126605396996,230.07923726088285,838.3387392035165,29.4308355506725,79.94531143677138,50.34346437340062,60,morning,outside,95.67688355048105,94.7466382252331
299.0192874685298,12.855905342556259,13.267632522656154,243.47356217509065,980.2903446468497,24.424414127293446,78.66423960181054,51.642575937465,44,evening,estate,95.68170966648536,94.87717593586602
235.1111630743812,15.73896945190793,12.875829743380423,223.68499973043663,872.9031227469525,24.480180808996867,79.79292989674992,50.58341636464235,43,evening,estate,95.57553276943361,94.52152662110915
371.50834107782794,14.065778186365216,12.988690066829923,226.45990210455847,804.4394559780098,30.273365494534318,79.12123990171233,49.562364651496594,151,morning,member,95.4257081328859,94.58837349088704
261.07040680443475,13.840393031819675,12.793877966252435,243.9886577402313,890.1697146929345,30.875978007723837,81.04403527966123,50.738325714932195,150,evening,member,95.50195076866902,94.36695322082932
271.44608114647303,13.737134072880608,13.272363495121436,222.30746993750074,920.6849912290097,28.835527330735154,81.578713330011,51.75581761547482,175,morning,outside,96.39282254021602,95.60430371421282
320.3204186940235,14.770350558686527,12.346050843248982,228.89235921810405,885.8299827834227,27.43062407765509,79.15772224842162,50.726104009729205,55,evening,outside,95.42371153947283,94.39118461050356
284.8499462683748,13.809051050094434,12.79198900304227,221.29738719812474,1025.6838226416328,30.762531836793485,82.00996595267232,51.8120436076488,11,evening,member,95.04217722877813,94.31628894583122
256.4291933777537,12.514401424900768,13.357176225709447,250.43665866941632,835.4097885298513,29.830536262202642,80.11436398302084,51.6718109008773,55,night,estate,95.88952273525946,95.1413436194383
195.32757503091574,15.520688722563026,12.597874370931041,198.84132948680713,948.3996482099012,28.636753587450148,79.28674813125548,51.368315589537275,154,evening,outside,95.40516907146517,94.32597543527483
299.28911790157275,13.713581395702635,13.262255695604642,201.11948676324076,783.6884164229693,26.558056975590105,80.03076598983311,49.17351928674359,129,night,estate,96.04527881673727,95.55915094845113
353.51600615880693,12.29601830279801,12.853236305644618,190.23691692814606,867.685637299208,25.58396049325453,80.16776717585259,50.19541287433118,149,night,member,95.76982771605985,94.91789351207328
317.15248835201123,14.117463949991045,12.659960028711742,245.55734011955374,972.2979754754921,27.349384314172127,79.91326292336535,52.016232398015646,8,morning,outside,95.70031596061523,94.7192467863922
256.29900200939045,14.589387433822814,12.705264250901184,212.9421832449886,817.4450821768396,26.29458060768169,81.5896365413987,49.586954647028364,148,morning,outside,95.82801653925394,94.82768004692029
205.54521292462587,13.102329856631034,13.118130377012651,207.8315152704995,926.9313136963237,26.71406870187569,79.3856302791078,51.163289054615724,173,evening,member,95.91363069008702,95.04043586835104
343.2676373808488,15.20136163069537,12.67539172531969,258.5078973669725,796.0311087627181,28.125048442496258,78.55561322214776,50.46831809230653,81,morning,member,95.34886547959283,94.59041389226522
368.34967244624096,14.679103384149455,12.700054641865098,254.14426931518284,780.8105074084114,25.352751655612877,80.94499644241458,50.42873946488747,79,night,estate,95.68014648236031,95.07152052726691
257.65459815925294,14.601364677057735,13.093874584661044,257.7590145699809,906.9698246775129,30.449413440590604,79.84477732523636,52.235560155624576,65,evening,estate,96.16755957832035,95.04001859003705
325.7284378368123,13.683299811471176,13.250194023357153,191.38391974069543,952.5032988258085,25.16423569371814,80.60762445455022,51.30831793496968,60,morning,member,96.38851790440576,95.6926875463887
