timestamp,crushing_rate_tph,fiber_pct_cane,pol_pct_cane,imbibition_water_pct_fiber,added_water_kg_per_ton,bagasse_moisture_pct,mill_extraction_pct,mj_purity,mill_speed_rpm,feed_temp_c,shift,cane_source,season_day,hour,dayofweek,is_weekend,season_sin,season_cos,water_times_fiber,water_over_crush,mill_extraction_pct_lag_1,mill_extraction_pct_lag_2,mill_extraction_pct_lag_3,mill_extraction_pct_lag_6,imbibition_water_pct_fiber_lag_1,imbibition_water_pct_fiber_lag_2,imbibition_water_pct_fiber_lag_3,imbibition_water_pct_fiber_lag_6,crushing_rate_tph_lag_1,crushing_rate_tph_lag_2,crushing_rate_tph_lag_3,crushing_rate_tph_lag_6,bagasse_moisture_pct_lag_1,bagasse_moisture_pct_lag_2,bagasse_moisture_pct_lag_3,bagasse_moisture_pct_lag_6,crushing_rate_roll_6,imbibition_roll_6,extraction_roll_6,water_diff_1,crush_diff_1
2025-01-22 09:10:00,245.029427638511,13.494976038817581,14.962417001035686,217.69840323181242,2937.8347353021563,52.12951133526243,97.0,79.22264222656041,966.8172804835423,24.769964327181718,morning,member,22,9,2,0,0.6946583704589973,0.7193398003386512,2937.8347353021563,0.8884581923136272,97.0,97.0,97.0,97.0,262.6911433412001,259.3648042121753,249.17211513580887,211.99568948661988,254.68048908706297,261.0608017170472,265.50310988069566,282.6371379817822,51.40053139744954,51.905087327015735,51.203859427566634,50.50451922782119,257.99573447733223,250.9751998278042,97.0,-44.992740109387654,-9.651061448551957
2025-01-28 15:10:00,229.00689002180118,14.729674430258642,14.044918449331902,269.52117955767875,3969.959226943889,49.98105647067264,97.0,77.46083834431181,962.1603676212251,30.548077795921262,morning,member,28,15,1,0,0.8290375725550417,0.5591929034707468,3969.959226943889,1.1769129669203737,97.0,97.0,97.0,96.69158336577746,296.6283084854011,270.4012289669022,221.09798569682252,221.35710915415365,261.3620641025729,278.94611398783616,260.1248197861185,251.73395398828794,52.2554827445863,55.0,50.530449471764186,53.566596144822135,256.7308024655792,259.31654270042014,97.0,-27.10712892772233,-32.35517408077172
2025-01-23 14:50:00,235.75558472701897,13.521936356797424,12.539060146712185,257.4080227658705,3480.654901569163,50.37096568122336,97.0,78.11175976839547,954.042086994239,28.573732449190043,morning,member,23,14,3,0,0.7193398003386511,0.6946583704589974,3480.654901569163,1.091842731836364,97.0,97.0,97.0,97.0,296.8555951585014,243.18180424229348,299.13667349758043,237.12369667748203,232.37863326677416,252.96178839596553,257.3523968041942,255.9631693198105,50.93973356555478,52.552047753892914,53.12070929427401,48.97386986682659,252.06399551142633,267.4986928243891,97.0,-39.44757239263089,3.376951460244811
2025-01-15 10:20:00,247.21107448638,12.959922063698437,13.578145658788342,243.34564593945493,3153.74060591569,50.54447419982264,97.0,77.94576441447636,1001.065011627408,28.398125884999523,morning,estate,15,10,2,0,0.49999999999999994,0.8660254037844387,3153.74060591569,0.9843638496401508,97.0,97.0,97.0,97.0,266.25532670586273,260.5561861455287,275.1558226788169,253.57357536640438,274.0776887433763,262.3154229954228,243.678542879459,251.77315181922876,54.01126477949947,50.41793132112164,49.45417801975816,52.72398207766878,253.1460008906772,264.9155381932348,97.0,-22.909680766407803,-26.866614256996314
2025-05-09 07:20:00,263.71116726434366,18.017166114455303,14.402917592287745,244.76330955536832,4409.941206982916,51.89680732027037,97.0,80.07343814441437,989.3953923357616,27.41059887309716,morning,member,129,7,4,0,-0.9781476007338056,-0.2079116908177598,4409.941206982916,0.9281491988614528,97.0,97.0,97.0,97.0,202.262248845797,266.8061962484184,198.5813666347987,235.6689937631629,276.4752107602454,265.87891607264345,233.3735718174877,229.93132378483543,49.83882342542128,51.78813776057628,48.33457470421985,52.364269755978796,246.68171205048506,236.31683265697083,97.0,42.501060709571334,-12.764043495901717
2025-03-12 20:50:00,273.93254241654483,15.960783457335404,12.612041331369383,225.15796910812327,3593.69758862817,51.17466227821857,97.0,76.86268383197519,980.4883603193013,28.57572644368511,night,outstation,71,20,2,0,0.6156614753256584,-0.7880107536067219,3593.69758862817,0.821946769448804,97.0,97.0,96.45351472720137,97.0,228.82879518501645,288.05964546730615,203.7446951822103,249.1634822981931,249.98783035355422,251.10341275742928,259.7826111329858,256.14006120010725,51.50110942788632,50.88583249363658,48.83032430410963,51.42040999475099,257.48721180230046,227.889295657625,96.90891912120021,-3.670826076893178,23.944712062990618
2025-03-07 12:40:00,252.2895211763756,15.724066611917776,13.946488287743607,189.70610536066238,2982.951437378547,49.52857346270881,97.0,77.93433241705802,966.6763961754119,28.70402296555117,morning,member,66,12,4,0,0.7431448254773942,-0.6691306063588582,2982.951437378547,0.7519381055707849,97.0,97.0,97.0,97.0,293.50784980293975,241.90894712294838,260.4746816304198,231.25071217777295,221.60245671458142,280.85094422748233,237.26247051587134,267.25509183905376,50.228902412690026,50.6653514895946,50.88601546141668,50.47457716210262,244.9611809572973,248.78342378530502,97.0,-103.80174444227737,30.687064461794165
2025-04-26 05:30:00,218.60446630562248,14.441022933029544,12.539928812639648,231.10116677904978,3337.3372493061433,50.60635258580149,97.0,77.39246603041947,967.4386938181217,27.853415859516463,night,member,116,5,5,1,-0.7880107536067221,-0.6156614753256581,3337.3372493061433,1.0571658009895843,97.0,97.0,95.74905922600291,97.0,258.5499441021088,255.34780119062927,180.12467343979074,261.5585607261635,269.0276996700154,275.8343121504248,221.9414185517378,220.89053048765368,51.30360377874482,51.50615110460738,51.16260762834212,49.65546594396589,258.5466634170996,232.03071158061798,96.79150987100049,-27.448777323059005,-50.42323336439293
2025-02-16 15:10:00,259.2164973080773,15.837057041854278,14.59121603143573,234.4597304909356,3713.152125802728,49.973697686349404,97.0,76.55415083852651,1008.1779434255031,26.046278669904005,morning,member,47,15,6,1,0.9975640502598242,-0.06975647374412533,3713.152125802728,0.9044938575332562,97.0,97.0,97.0,97.0,238.37629811406924,230.10922808886568,247.20590620466922,257.9233790181501,210.73421704322053,255.69509186771137,278.6861933870415,244.19092167544423,50.22255616120763,50.436344277708244,51.74183688490733,50.30727655777698,259.05967313970683,250.3007110841737,97.0,-3.9165676231336306,48.48228026485677
2025-04-25 13:30:00,264.4097221650858,14.93096540306926,14.36747879844511,260.89929894331783,3895.478406207703,51.21784852701638,97.0,77.8206660131886,951.4518756247329,27.339019843515633,morning,estate,115,13,4,0,-0.7660444431189779,-0.6427876096865395,3895.478406207703,0.9867235433714509,97.0,97.0,97.0,97.0,237.32271184391678,222.19514359473627,292.87751739545024,282.3467907188935,261.544113050559,237.3512192384765,254.19852104825995,267.2037042156369,51.43978790448364,53.059123669309514,49.815670434184064,51.80234795288131,248.20647445943328,258.01865469313185,97.0,23.576587099401053,2.8656091145267624
